# brand	model	width	height	dpi — portrait pixels; generated by gen, do not edit
OnePlus	OnePlus 10T 5G	1080	2412	240
OnePlus	OnePlus 11 5G	1440	3216	480
OnePlus	OnePlus 11 5G 中国版	1440	3216	480
OnePlus	OnePlus 11R 5G	1240	2772	560
OnePlus	OnePlus 12	1440	3216	640
OnePlus	OnePlus 12R	1264	2780	560
OnePlus	OnePlus 13	1440	3216	640
OnePlus	OnePlus 13R	1264	2780	560
OnePlus	OnePlus 13s	1216	2640	560
OnePlus	OnePlus 13T	1216	2640	560
OnePlus	OnePlus 15	1272	2772	560
OnePlus	OnePlus 15R	1272	2800	560
OnePlus	OnePlus 15T	1216	2640	560
OnePlus	OnePlus 6	1080	2280	450
OnePlus	OnePlus 7	1080	2340	450
OnePlus	OnePlus 7 Pro	1440	3120	600
OnePlus	OnePlus 7 Pro 5G	1440	3120	560
OnePlus	OnePlus 7T	1080	2400	450
OnePlus	OnePlus 7T Pro	1440	3120	600
OnePlus	OnePlus 7T Pro 5G	1440	3120	600
OnePlus	OnePlus 8	1080	2400	450
OnePlus	OnePlus 8 5G	1080	2400	480
OnePlus	OnePlus 8 5G UW	1080	2400	450
OnePlus	OnePlus 8 Pro	1080	2376	106
OnePlus	OnePlus 8 Pro	1440	3168	480
OnePlus	OnePlus 8T	1080	2400	480
OnePlus	OnePlus 8T+ 5G	1080	2400	480
OnePlus	OnePlus 9 5G	1080	2400	480
OnePlus	OnePlus 9 Pro 5G	1080	2412	480
OnePlus	OnePlus 9 Pro 5G	1440	3216	480
OnePlus	OnePlus 9R	1080	2400	480
OnePlus	OnePlus 9RT 5G	1080	2400	480
OnePlus	OnePlus Ace	1080	2412	480
OnePlus	Oneplus Ace 2 Pro	1240	2772	560
OnePlus	OnePlus Ace 3	1264	2780	560
OnePlus	Oneplus Ace 3 Pro	1264	2780	560
OnePlus	OnePlus Ace 3V	1240	2772	560
OnePlus	OnePlus Ace 5	1264	2780	560
OnePlus	OnePlus Ace 5 Pro	1264	2780	560
OnePlus	OnePlus Ace 5 竞速版	1080	2392	480
OnePlus	OnePlus Ace 5 至尊版	1272	2800	560
OnePlus	OnePlus Ace 6	1272	2800	560
OnePlus	OnePlus Ace 6 至尊版	1272	2772	560
OnePlus	OnePlus Ace 竞速版	1080	2412	480
OnePlus	OnePlus N6x	720	1570	320
OnePlus	OnePlus Nord	1080	2400	450
OnePlus	OnePlus Nord 2T 5G	1080	2400	480
OnePlus	OnePlus Nord 3 5G	1240	2772	560
OnePlus	OnePlus Nord 4	1240	2772	560
OnePlus	OnePlus Nord 5	1272	2800	560
OnePlus	OnePlus Nord 6	1272	2772	560
OnePlus	OnePlus Nord CE 2	1080	2400	480
OnePlus	OnePlus Nord CE 2 Lite 5G	1080	2412	480
OnePlus	OnePlus Nord CE 3 Lite 5G	1080	2400	480
OnePlus	OnePlus Nord CE 5G	1080	2400	480
OnePlus	OnePlus Nord CE4	1080	2412	480
OnePlus	OnePlus Nord CE4 Lite 5G	1080	2400	480
OnePlus	OnePlus Nord CE6	1272	2772	560
OnePlus	OnePlus Nord CE6 Lite	1080	2400	480
OnePlus	OnePlus Nord N10 5G	1080	2400	450
OnePlus	OnePlus Nord N100	720	1600	300
OnePlus	OnePlus Nord N20 5G	1080	2400	480
OnePlus	OnePlus Nord N200 5G	1080	2400	480
OnePlus	OnePlus Nord N30 SE 5G	1080	2400	480
OnePlus	OnePlus Nord2 5G	1080	2400	480
OnePlus	OnePlus Pad	2000	2800	400
OnePlus	OnePlus Pad 4	2400	3392	420
OnePlus	OnePlus Pad Go	1720	2408	360
OnePlus	OnePlus Pad Lite	1200	1920	280
OnePlus	Oneplus Pad2	2120	3000	420
OnePlus	OnePlus Turbo 6	1272	2772	560
OnePlus	OnePlus Turbo 6V	1272	2772	560
OnePlus	OnePlus3	1080	1920	420
OnePlus	OnePlus3T	900	1600	420
OnePlus	OnePlus3T	1080	1920	240
OnePlus	OnePlus5	900	1600	420
OnePlus	OnePlus5	1080	1920	240
OnePlus	OnePlus5T	1080	2160	420
OnePlus	OnePlus6T	1080	2340	450
OnePlus	Open	2268	2440	520
OnePlus	Pad 3	2400	3392	420
OnePlus	Pad Go 2	1980	2800	360
OnePlus	PHP110	1240	2772	560
OnePlus	X	1080	1920	480
OnePlus	一加 Ace 6T	1272	2800	560
OnePlus	一加 Turbo 6X	1080	2400	480
OnePlus	一加 Turbo 6X Pro	1272	2772	560
OnePlus	一加平板 2	2120	3000	400
OnePlus	一加平板 2 Pro	2400	3392	420
OnePlus	一加平板 3 Pro	2400	3392	420
OnePlus	一加平板Pro	2120	3000	420
ONERugged	M10X	1200	1920	321
ONERugged	M10XE	1200	1920	321
ONERugged	M185QE	1200	1920	320
ONERugged	M86X	1200	1920	321
ONERugged	M86XE	1200	1920	321
ONERugged	MP1T	720	1612	360
ONERugged	MP1TE	720	1612	360
ONERugged	MP2ProT	1080	2460	480
ONERugged	MPC80T	800	1280	213
ONERugged	MT1MAX	1200	1920	321
ONERugged	MT1MAXE	1200	1920	321
ONERugged	MT1N	800	1340	240
OneScreen	OneScreen T7	2160	3840	480
OneScreen	OneScreen_Core	2160	3840	480
OneScreen	Wandr_W1	2160	3840	320
Onkyo	DP-CMX1	1080	1920	480
Onkyo	DP-X1	720	1280	320
Onkyo	DP-X1A	720	1280	320
Onn (Walmart)	100005207	800	1280	160
Onn (Walmart)	100005208	800	1280	160
Onn (Walmart)	100005209	800	1280	160
Onn (Walmart)	100011886A	800	1280	213
Onn (Walmart)	100011886CA	800	1280	213
Onn (Walmart)	100015685-E	600	1024	160
Onn (Walmart)	100026191	600	1024	160
Onn (Walmart)	100043279	1080	1920	320
Onn (Walmart)	ONA19TB002	800	1280	160
Onn (Walmart)	ONA19TB003	800	1280	160
Onn (Walmart)	ONA19TB007	800	1280	160
Onn (Walmart)	PM106A	800	1280	160
Onn (Walmart)	PM82T	800	1340	240
Onn (Walmart)	PP86A_W	800	1280	213
Onn (Walmart)	PP86AW	800	1280	213
Onn (Walmart)	TBBVNC100005207	800	1280	160
Onn (Walmart)	TBBVNC100005208	800	1280	160
Onn (Walmart)	W723	600	1024	160
onn.	10.4“ Tablet Pro	1200	2000	240
onn.	100003562	1200	1920	320
onn.	100011885	800	1280	213
onn.	100011886	800	1280	213
onn.	100015685-A	600	1024	160
onn.	100044018	800	1280	160
onn.	100044018G	800	1280	200
onn.	100044018P	800	1280	200
onn.	100071481A	600	1024	160
onn.	100071483	800	1280	213
onn.	100071483A	800	1280	160
onn.	100071485	800	1280	213
onn.	100071485A	800	1280	160
onn.	100071486	800	1280	213
onn.	100092980	800	1280	213
onn.	100092980A	800	1280	160
onn.	100110027	1200	2000	240
onn.	100135794	800	1280	180
onn.	100135920	800	1280	160
onn.	100135924	600	1024	160
onn.	36020962	600	1024	160
onn.	M17QF21W	800	1280	213
onn.	MID8016	800	1280	213
onn.	onn. 11 Tablet Pro	1280	1840	280
onn.	onn. 12 Tablet Pro	1600	2560	280
onn.	onn11Kids	1280	1840	240
onn.	onn8Kids	1000	1524	240
onn.	onn_100003561	800	1280	213
onn.	PK76A	600	1024	160
onn.	PM1042T-W	1200	2000	280
onn.	PM1042TW	1200	2000	320
onn.	PM116T	1200	1920	280
onn.	PM116T_LTE	1200	1920	280
onn.	PM82TW	800	1340	213
onn.	Tablet Gen 4	800	1280	180
ONPAD	Vexon	1200	2000	240
ONYX	AKA Model A	480	854	240
ONYX	BOOX	1404	1872	240
Opay	M1 Lite	720	1520	320
OpelMobile	65SX	720	1612	320
OpelMobile	67E 5G	720	1600	480
OpelMobile	EasySmart 2	720	1280	320
OpelMobile	OMSJ523B	540	960	240
OpelMobile	Opel Mobile_Smart_J2	720	1280	320
OpelMobile	Opel Smart60R	480	960	200
OpelMobile	Rugged60Q	480	960	240
OpelMobile	S55	480	960	200
OpelMobile	S65	720	1612	320
OpelMobile	Smart X6	720	1440	320
OpelMobile	Smart55Q	480	960	200
OpelMobile	Smart55R	480	960	220
OpelMobile	Smart65E	720	1612	320
OpelMobile	Smart65Q	720	1600	320
OpelMobile	Smart65R	720	1600	320
OpelMobile	SMARTJ5-M	540	960	240
OpelMobile	SMARTKIDS	720	1440	320
OpelMobile	SmartX1	720	1440	320
OpelMobile	SmartX65	720	1600	280
OpelMobile	SmartZ6	720	1560	300
OpelMobile	Tab_R8	800	1280	175
OPEN	OPEN_PRO	720	1612	320
Oppo	1201	480	854	240
Oppo	A1 Pro 5G	1080	2412	480
Oppo	A11 中国版	720	1600	160
Oppo	A11w	480	854	240
Oppo	A11x 中国版	720	1600	320
Oppo	A1601	720	1280	320
Oppo	A1603	540	960	240
Oppo	A16K	720	1600	320
Oppo	A17	720	1612	320
Oppo	A18	720	1612	320
Oppo	A1k	720	1560	320
Oppo	A2 5G	1080	2400	480
Oppo	A3	720	1604	320
Oppo	A3	1080	2280	480
Oppo	A3 5G/A3i Plus 5G	1080	2412	480
Oppo	A31u	480	854	240
Oppo	A32 中国版	720	1600	320
Oppo	A33f	540	960	240
Oppo	A33w	540	960	240
Oppo	A37f	720	1280	320
Oppo	A37t	720	1280	320
Oppo	A3i 5G	720	1604	320
Oppo	A3s	720	1520	320
Oppo	A3x 5G	720	1604	320
Oppo	A3中国版	1080	2280	480
Oppo	A5	720	1520	320
Oppo	A5 2020	720	1600	320
Oppo	A5 5G	720	1604	320
Oppo	A5 Pro	720	1604	320
Oppo	A5 Pro 5G	720	1604	320
Oppo	A5 Pro 5G	1080	2412	480
Oppo	A5 活力版 5G/K13x 5G	720	1604	320
Oppo	A51w	540	960	240
Oppo	A52	1080	2400	480
Oppo	A52 中国版	1080	2400	480
Oppo	A53	720	1600	320
Oppo	A53 5G	1080	2400	480
Oppo	A53fw	720	1280	320
Oppo	A55 5G	720	1600	320
Oppo	A55s 5G	1080	2400	480
Oppo	A57	720	1612	320
Oppo	A57t	720	1280	320
Oppo	A58	1080	2400	480
Oppo	A59	720	1280	320
Oppo	A59 5G	720	1612	320
Oppo	A5x	720	1604	320
Oppo	A6 5G	1080	2372	480
Oppo	A6 Pro	1080	2372	480
Oppo	A6 Pro 5G	1080	2372	480
Oppo	A60	720	1604	320
Oppo	A6c	720	1570	320
Oppo	A6s Pro 5G	1080	2372	480
Oppo	A6x	720	1570	320
Oppo	A7	720	1520	320
Oppo	A7	1080	1920	480
Oppo	A7 Pro Max 5G	1272	2772	560
Oppo	A72	1080	2400	480
Oppo	A73	1080	2160	480
Oppo	A73t	1080	2160	480
Oppo	A77	1080	1920	480
Oppo	A77 5G	720	1612	320
Oppo	A78	1080	2400	480
Oppo	A79	1080	2160	480
Oppo	A79 5G	1080	2400	480
Oppo	A79k	1080	2160	480
Oppo	A79kt	1080	2160	480
Oppo	A79t	1080	2160	480
Oppo	A7n	720	1520	320
Oppo	A7x 中国版	1080	2340	480
Oppo	A83	720	1440	320
Oppo	A83t	720	1440	320
Oppo	A9 2020	720	1600	320
Oppo	A9 中国版	1080	2340	480
Oppo	A91	1080	2400	480
Oppo	A96 5G	1080	2400	480
Oppo	A98 5G	1080	2400	480
Oppo	A9x	1080	2340	480
Oppo	AX5s	720	1520	320
Oppo	AX7	720	1520	320
Oppo	A系列	720	1612	320
Oppo	CPH1605	720	1280	320
Oppo	CPH1609fw	1080	1920	480
Oppo	CPH1613	1080	1920	480
Oppo	CPH1701	720	1280	320
Oppo	CPH1707	1080	1920	480
Oppo	CPH1715	1080	1920	480
Oppo	CPH1717	720	1280	320
Oppo	CPH1719	1080	2160	480
Oppo	CPH1721	1080	2160	480
Oppo	CPH1723	1080	2160	480
Oppo	CPH1725	1080	2160	480
Oppo	CPH1727	1080	2160	480
Oppo	CPH1729	720	1440	320
Oppo	CPH1801	720	1280	320
Oppo	CPH1803RU	720	1520	320
Oppo	CPH1805	720	1520	320
Oppo	CPH1827	720	1440	320
Oppo	CPH1851	720	1520	320
Oppo	CPH1893RU	1080	2340	480
Oppo	CPH1907	1080	2400	480
Oppo	CPH1909	720	1520	320
Oppo	CPH1989	1080	2340	480
Oppo	CPH2021	1080	2400	480
Oppo	CPH2081	720	1600	320
Oppo	CPH2083	720	1520	320
Oppo	CPH2095	1080	2400	480
Oppo	CPH2113	1080	2400	480
Oppo	CPH2145	1080	2400	480
Oppo	CPH2161	1080	2400	480
Oppo	CPH2207	1080	2400	480
Oppo	CPH2213	1080	2400	480
Oppo	CPH2239	720	1600	320
Oppo	CPH2247	1080	2400	480
Oppo	CPH2249	1080	2400	480
Oppo	CPH2251	1080	2400	480
Oppo	CPH2269	720	1600	320
Oppo	CPH2293	1080	2400	480
Oppo	CPH2325	720	1600	320
Oppo	CPH2365	1080	2400	480
Oppo	CPH2385	720	1612	320
Oppo	CPH2407	720	1612	320
Oppo	CPH2421	720	1600	320
Oppo	CPH2457	1080	2400	480
Oppo	CPH2473	720	1612	320
Oppo	CPH2527	1080	2400	480
Oppo	F11	1080	2340	480
Oppo	F11 Pro	1080	2340	480
Oppo	F1w	720	1280	320
Oppo	F29 Pro 5G	1080	2412	480
Oppo	F31 Pro 5G	1080	2372	480
Oppo	F31 Pro+ 5G	1280	2800	560
Oppo	F33 Pro 5G	1080	2372	480
Oppo	F7	1080	2280	480
Oppo	F9	1080	2340	480
Oppo	Find N	1792	1920	440
Oppo	Find N2 Flip	1080	2520	480
Oppo	Find N2 Flip 中国版	1080	2520	480
Oppo	Find N3	2268	2440	520
Oppo	Find N3 Flip	1080	2520	480
Oppo	Find N5	2248	2480	520
Oppo	Find N5 卫星通信版	2248	2480	520
Oppo	Find N6	2248	2480	520
Oppo	Find N6 卫星通信版	2248	2480	520
Oppo	Find X	1080	2340	480
Oppo	Find X 兰博基尼	1080	2340	480
Oppo	Find X2	1440	3168	640
Oppo	Find X2 Lite	1080	2400	480
Oppo	Find X2 Neo/Reno3 Pro	1080	2400	480
Oppo	Find X2 Pro	1440	3168	640
Oppo	Find X2 Pro 中国版	1440	3168	640
Oppo	Find X2 中国版	1440	3168	640
Oppo	Find X3 Pro	1440	3216	480
Oppo	Find X3 Pro 中国版	1440	3216	480
Oppo	Find X3 中国版	1440	3216	480
Oppo	Find X5	1080	2400	480
Oppo	Find X5 Pro	1440	3216	480
Oppo	Find X6	1240	2772	560
Oppo	Find X6 Pro	1440	3216	480
Oppo	Find X7	1264	2780	560
Oppo	Find X7 Ultra	1440	3216	640
Oppo	Find X7 Ultra 卫星通信版	1440	3216	640
Oppo	Find X8	1256	2760	560
Oppo	Find X8 Pro	1264	2780	560
Oppo	Find X8 Ultra	1440	3216	640
Oppo	Find X8 Ultra 卫星通信版	1440	3216	640
Oppo	Find X8s	1216	2640	560
Oppo	Find X8s+	1256	2760	560
Oppo	Find X9	1256	2760	560
Oppo	Find X9 Pro	1272	2772	560
Oppo	Find X9 Ultra	1440	3168	640
Oppo	Find X9s	1256	2760	560
Oppo	Find X9s Pro	1216	2640	560
Oppo	K1	1080	2340	480
Oppo	K12 5G	1080	2412	480
Oppo	K12 Plus	1080	2412	480
Oppo	K12s 5G	1080	2400	480
Oppo	K12x 5G	720	1604	320
Oppo	K12x 5G	1080	2400	480
Oppo	K13 5G	1080	2400	480
Oppo	K13 Turbo 5G	1280	2800	560
Oppo	K13 Turbo Pro 5G	1280	2800	560
Oppo	K14 5G	720	1570	320
Oppo	K15 Pro	1256	2760	560
Oppo	K15 Pro+	1272	2772	560
Oppo	K3	1080	2340	480
Oppo	K5	1080	2340	480
Oppo	K7x 中国版	1080	2400	480
Oppo	N1 mimi	720	1280	320
Oppo	N1T	1080	1920	480
Oppo	N1W	1080	1920	480
Oppo	N3	1080	1920	480
Oppo	OPD2102A	1200	2000	280
Oppo	OPPO A1 5G	1080	2400	480
Oppo	OPPO A3 Pro 5G/OPPO A5 Plus 5G	1080	2412	480
Oppo	OPPO A33	720	1600	320
Oppo	OPPO A35	720	1600	320
Oppo	OPPO A38	720	1612	320
Oppo	OPPO A5 5G	1080	2412	480
Oppo	OPPO A53s 5G	720	1600	320
Oppo	OPPO A57s	720	1612	320
Oppo	OPPO A5x 5G	720	1604	320
Oppo	OPPO A6 Pro 5G	1080	2372	480
Oppo	OPPO A74 5G	1080	2400	480
Oppo	OPPO A95 5G	1080	2400	480
Oppo	OPPO F27 Pro+ 5G	1080	2412	480
Oppo	OPPO F29 5G	1080	2412	480
Oppo	OPPO K11 5G	1080	2412	480
Oppo	OPPO K11x 5G	1080	2400	480
Oppo	OPPO K15	1256	2760	560
Oppo	OPPO Pad	1600	2560	360
Oppo	OPPO Pad 2	2000	2800	400
Oppo	OPPO Pad 3	2000	2800	400
Oppo	OPPO Pad 3 Pro	2120	3000	420
Oppo	OPPO Pad 5	2120	3000	400
Oppo	OPPO Pad 6	2120	3000	400
Oppo	OPPO Pad Air	1200	2000	280
Oppo	OPPO Pad Neo	1720	2408	360
Oppo	OPPO Reno10 5G	1080	2412	480
Oppo	OPPO Reno10 Pro 5G	1240	2772	560
Oppo	OPPO Reno10 Pro+ 5G	1240	2772	560
Oppo	OPPO Reno5 pro	1080	2400	480
Oppo	OPPO Reno5 Pro+ 5G	1080	2388	480
Oppo	OPPO Reno6 Z 5G	1080	2400	480
Oppo	OPPO Reno7	1080	2400	480
Oppo	OPPO Reno7 5G/Find X5 Lite	1080	2400	480
Oppo	OPPO Reno7 A	1080	2400	480
Oppo	OPPO Reno8 5G	1080	2400	480
Oppo	OPPO Reno8 Pro 5G	1080	2412	480
Oppo	OPPO Reno8 T	1080	2400	480
Oppo	OPPO Reno9 Pro 5G	1080	2412	480
Oppo	Pad 4 Pro	2400	3392	420
Oppo	Pad 5	1980	2800	360
Oppo	Pad 5 Pro	2400	3392	420
Oppo	Pad Air5	1980	2800	360
Oppo	Pad Mini	1680	2520	420
Oppo	Pad SE	1200	1920	280
Oppo	PCRT01	1080	2400	480
Oppo	PDKT00	1080	2400	480
Oppo	PDST00	1080	2400	480
Oppo	PDYT20	1080	2400	480
Oppo	PEAT00	1080	2400	480
Oppo	PEGT00	1080	2400	480
Oppo	PEGT10	1080	2400	480
Oppo	PEHM00	1200	2000	360
Oppo	PEHM00	1440	2200	360
Oppo	PEHM00	1600	2456	360
Oppo	PEHM00	1600	2560	360
Oppo	PEHM00	1840	2800	360
Oppo	PEPM00	1080	2388	480
Oppo	PEQM00	1080	2400	480
Oppo	PEXM00	1080	2400	480
Oppo	PEYM00	1080	2400	480
Oppo	PFCM00	1080	2400	480
Oppo	PFDM00	1080	2400	480
Oppo	PFFM10	1080	2400	480
Oppo	PFFM20	1440	3216	480
Oppo	PFGM00	1080	2400	480
Oppo	PFTM20	720	1612	320
Oppo	PFZM10	1080	2412	480
Oppo	PGAM10	1080	2400	480
Oppo	PGBM10	1080	2400	480
Oppo	PGCM10	1080	2400	480
Oppo	PGGM10	1080	2412	480
Oppo	PGJM10	1080	2412	480
Oppo	PGW110	1080	2412	480
Oppo	PHM110	1080	2412	480
Oppo	PLL110	1280	2800	560
Oppo	PLT140	720	1570	320
Oppo	PMM110	1216	2640	560
Oppo	R1011w	480	800	240
Oppo	R11	1080	1920	480
Oppo	R11 Plus	1080	1920	480
Oppo	R11 Plusk	1080	1920	480
Oppo	R11sPlust	1080	2160	480
Oppo	R11st	1080	2160	480
Oppo	R15	1080	2280	480
Oppo	R15 Pro	1080	2280	480
Oppo	R15 中国版	1080	2280	480
Oppo	R15 梦境版	1080	2280	480
Oppo	R15x	1080	2340	480
Oppo	R17	1080	2340	480
Oppo	R17 Pro	1080	2340	480
Oppo	R5	1080	1920	480
Oppo	R7	1080	1920	480
Oppo	R7c	1080	1920	480
Oppo	R7g	720	1280	320
Oppo	R7Plusf	1080	1920	480
Oppo	R7Plust	1080	1920	480
Oppo	R7s	1080	1920	480
Oppo	R7s Plus	1080	1920	480
Oppo	R7sf	1080	1920	480
Oppo	R7sfg	1080	1920	480
Oppo	R821	480	800	240
Oppo	R831L	480	854	240
Oppo	R9	1080	1920	480
Oppo	R9 Plus	1080	1920	480
Oppo	R9Plus	1080	1920	480
Oppo	R9s	1080	1920	480
Oppo	R9s Plus	1080	1920	480
Oppo	R9sk	1080	1920	480
Oppo	R9st	1080	1920	480
Oppo	realme 1	1080	2160	480
Oppo	realme 2	720	1520	320
Oppo	realme 2 Pro	1080	2340	480
Oppo	realme 3	720	1520	320
Oppo	realme 3i	720	1520	320
Oppo	realme 3Pro	1080	2340	480
Oppo	realme 5	720	1600	320
Oppo	realme C1	720	1520	320
Oppo	realme C2	720	1560	320
Oppo	realme U1	1080	2340	480
Oppo	realme X	1080	2340	480
Oppo	realme X Lite	1080	2340	480
Oppo	realme X50 5G	1080	2400	480
Oppo	Reno	1080	2340	480
Oppo	Reno 10x Room	1080	2340	480
Oppo	Reno 10x room	1080	2340	480
Oppo	Reno 10x Zoom	1080	2340	480
Oppo	Reno 10倍变焦版	1080	2340	480
Oppo	Reno 11	1080	2412	480
Oppo	Reno 11 Pro	1080	2412	480
Oppo	Reno 2 中国版	1080	2400	480
Oppo	Reno 4Z 5G	1080	2400	480
Oppo	Reno A	1080	2340	480
Oppo	Reno Ace	1080	2400	480
Oppo	Reno Ace2	1080	2400	480
Oppo	Reno Z	1080	2340	480
Oppo	Reno Z 中国版	1080	2340	480
Oppo	Reno 标准版	1080	2340	480
Oppo	Reno10 5G	1080	2412	480
Oppo	Reno10 Pro 5G	1080	2412	480
Oppo	Reno10 Pro+ 5G	1240	2772	560
Oppo	Reno11	1080	2412	480
Oppo	Reno11 F 5G/Reno11 A	1080	2412	480
Oppo	Reno11 Pro	1240	2772	560
Oppo	Reno12	1080	2412	480
Oppo	Reno12 5G	1080	2412	480
Oppo	Reno12 F	1080	2400	480
Oppo	Reno12 F/FS 5G	1080	2400	480
Oppo	Reno12 Pro	1080	2412	480
Oppo	Reno12 Pro 5G	1080	2412	480
Oppo	Reno13	1256	2760	560
Oppo	Reno13 5G	1256	2760	560
Oppo	Reno13 A	1080	2400	480
Oppo	Reno13 F	1080	2400	480
Oppo	Reno13 Pro	1272	2800	560
Oppo	Reno13 Pro 5G	1272	2800	560
Oppo	Reno14	1256	2760	560
Oppo	Reno14 5G	1256	2760	560
Oppo	Reno14 F 5G	1080	2372	480
Oppo	Reno14 Pro	1272	2800	560
Oppo	Reno14 Pro 5G	1272	2800	560
Oppo	Reno15	1216	2640	560
Oppo	Reno15 5G	1256	2760	560
Oppo	Reno15 F 5G/Reno15 A	1080	2372	480
Oppo	Reno15 Pro	1272	2772	560
Oppo	Reno15 Pro 5G	1216	2640	560
Oppo	Reno15 Pro 5G	1272	2772	560
Oppo	Reno15c	1256	2760	560
Oppo	Reno16 5G	1216	2640	560
Oppo	Reno16 F 5G	1080	2372	480
Oppo	Reno16 Pro	1272	2772	560
Oppo	Reno16 Pro 5G	1216	2640	560
Oppo	Reno2 Z	1080	2340	480
Oppo	Reno2 Z 中国版	1080	2340	480
Oppo	Reno3	1080	2400	480
Oppo	Reno3 5G 中国版	1080	2400	480
Oppo	Reno3 A	1080	2400	480
Oppo	Reno3 Pro	1080	2400	480
Oppo	Reno3 Pro 5G中国版	1080	2400	480
Oppo	Reno4 5G	1080	2400	480
Oppo	Reno4 F	1080	2400	480
Oppo	Reno4 Pro 5G	1080	2400	480
Oppo	Reno4 Pro 中国版	1080	2400	480
Oppo	Reno4 中国版	1080	2400	480
Oppo	Reno5	1080	2400	480
Oppo	Reno5 A (eSIM)	1080	2400	480
Oppo	Reno5 Lite	1080	2400	480
Oppo	Reno6 Pro+ 5G	1080	2400	480
Oppo	Reno7 Z 5G/Reno7 Lite 5G/Reno8 Lite 5G	1080	2400	480
Oppo	Reno7 中国版	1080	2400	480
Oppo	Reno8 T 5G	1080	2412	480
Oppo	Reno9 A	1080	2400	480
Oppo	X9006	1080	1920	480
Oppo	X9007	1080	1920	480
Oppo	X9009	1080	1920	480
Oppo	X9076	1440	2560	640
Oppo	X909	1080	1920	480
Opticon	H-31	1080	1920	440
Opticon	H-33	1080	1920	440
Opticon	H-35	720	1440	320
Optoma	5XX3RK	2160	3840	480
Optoma	IFP3Gen3	2160	3840	480
Orange	Dive 50	480	854	240
Orange	Dive 71	720	1280	320
Orange	Dive72	720	1280	320
Orange	Dive_70	720	1280	320
Orange	Mahpee	480	800	240
Orange	Neva 80	1080	1920	480
Orange	Neva leaf	480	960	240
Orange	Neva Rise S1	480	960	240
Orange	Neva start	480	960	240
Orange	Nola fun	480	854	200
Orange	Nura	720	1280	320
Orange	Nura2	1080	1920	480
Orange	Orange	480	960	240
Orange	Orange Neva play	720	1520	320
Orange	Orange Neva sparkle	480	960	200
Orange	Orange Neva zen	720	1440	320
Orange	Orange Nola play	480	854	240
Orange	Orange Nola play plus	480	854	200
Orange	Orange Nola XL	720	1612	320
Orange	Orange Nola XL 2	720	1612	320
Orange	Orange Rise 33	480	800	240
Orange	Orange V652L	576	1280	240
Orange	Race_1	720	1640	320
Orange	Rise31	480	800	240
Orange	Rise51	480	854	240
Orange	Rise52	480	854	240
Orange	Rise_54	480	960	240
Orange	Sanza plus	480	960	200
Orange	Sanza_touch	480	800	213
Orbic	Magic	720	1600	320
Orbic	R10L5TR	800	1280	240
Orbic	R4S14V_Visible	720	1612	320
Orbic	R667L5U_VZW	1080	2400	480
Orbic	R678L5V	720	1600	320
Orbic	R8L5T	800	1280	240
Orbic	RC10RLT-RW1	800	1280	240
Orbic	RC545LF	480	960	240
Orbic	RC608L2	720	1560	320
Orbic	RC609L	720	1560	320
Orbic	RC609LP-RWANZ	720	1560	320
Orbic	RC609LSM	720	1560	320
Orbic	RC8L1T-RW1	800	1280	240
ORBYS	F21	1200	1920	240
ORCA	O-0202	1200	1920	240
ORCATAB	ORCATAB_WT1_WT1Pro	1200	1920	320
Ordissimo	Celia	1200	1920	272
Ordissimo	LeNumero2Mini EEA	720	1440	320
Ordissimo	Ordissimo LeNumero2	1080	2340	480
Ordissimo	PixStarTouch	800	1280	160
OSCAL	C20	720	1560	320
OSCAL	C20 Pro	720	1560	320
OSCAL	C30	720	1600	320
OSCAL	C30 Pro	720	1600	320
OSCAL	C60	720	1600	320
OSCAL	C70	720	1612	320
OSCAL	C80	720	1600	320
OSCAL	ELITE 1	1600	2560	320
OSCAL	FLAT 1C	720	1600	320
OSCAL	FLAT 2	720	1612	320
OSCAL	FLAT 2C	720	1612	320
OSCAL	FLAT 3C	720	1612	320
OSCAL	FLAT 3C Mini	480	854	160
OSCAL	KIDO 2	800	1280	213
OSCAL	MARINE 1	720	1612	320
OSCAL	MARINE 2	720	1612	320
OSCAL	MARINE 3	720	1612	320
OSCAL	MODERN 8	720	1600	320
OSCAL	Pad 100	1200	2000	280
OSCAL	Pad 15	1200	2000	280
OSCAL	Pad 16	1200	1920	280
OSCAL	Pad 18	1200	1920	280
OSCAL	Pad 200	1200	1920	280
OSCAL	Pad 30 WiFi	800	1280	213
OSCAL	Pad 5	800	1340	213
OSCAL	Pad 5 Kids	800	1340	213
OSCAL	Pad 60 Kids	800	1280	213
OSCAL	Pad 7	800	1280	213
OSCAL	Pad 70	800	1280	213
OSCAL	Pad 70 WiFi	800	1280	220
OSCAL	Pad 80 WiFi	1200	1920	280
OSCAL	Pad 9	800	1280	213
OSCAL	Pad 90	800	1280	213
OSCAL	Pad 90 Pro	1200	1920	280
OSCAL	Pad13_EEA	1200	1920	280
OSCAL	Pad13_NEU	1200	1920	280
OSCAL	Pad60_EEA	800	1280	213
OSCAL	Pad60_NEU	800	1280	213
OSCAL	Pad_10_EEA	1200	1920	280
OSCAL	Pad_10_NEU	1200	1920	280
OSCAL	Pad_10_RU	1200	1920	280
OSCAL	Pad_50_Kids_EEA	800	1280	160
OSCAL	Pad_50_WiFi_EEA	800	1280	160
OSCAL	PILOT 1	720	1604	320
OSCAL	PILOT 3	1080	2460	480
